TransactionID,Amount,CustomerID,Timestamp,MerchantID,TransactionAmount,AnomalyScore,FraudIndicator,Category,Name,Age,Address,AccountBalance,LastLogin,SuspiciousFlag,MerchantName,Location
320,85.99835244,1903,1/14/2022 7:00,2261,16.02693449,0.884837646,0,Other,Customer 1903,18,Address 1903,4718.536567,6/21/2024,0,Merchant 2261,Location 2261
321,57.86994337,1078,1/14/2022 8:00,2142,54.92016404,0.93899428,0,Food,Customer 1078,32,Address 1078,1689.971098,3/19/2022,0,Merchant 2142,Location 2142
322,88.09696867,1702,1/14/2022 9:00,2894,75.78919811,0.308543227,0,Retail,Customer 1702,32,Address 1702,4756.907985,12/3/2023,0,Merchant 2894,Location 2894
323,10.04748839,1466,1/14/2022 10:00,2419,87.54900452,0.6342225,0,Online,Customer 1466,41,Address 1466,2569.129234,4/11/2023,0,Merchant 2419,Location 2419
324,24.83845006,1437,1/14/2022 11:00,2375,36.01745612,0.832166624,0,Retail,Customer 1437,19,Address 1437,3712.16591,3/13/2023,0,Merchant 2375,Location 2375
325,47.84508341,1783,1/14/2022 12:00,2920,49.45731634,0.726989914,0,Online,Customer 1783,31,Address 1783,9728.453507,2/22/2024,0,Merchant 2920,Location 2920
326,14.61512053,1695,1/14/2022 13:00,2801,94.55363187,0.355147934,0,Food,Customer 1695,35,Address 1695,8553.037244,11/26/2023,0,Merchant 2801,Location 2801
327,60.68884239,1172,1/14/2022 14:00,2679,12.06786954,0.536998781,0,Other,Customer 1172,26,Address 1172,3476.682579,6/21/2022,0,Merchant 2679,Location 2679
328,61.23217478,1947,1/14/2022 15:00,2606,24.06076457,0.631937553,0,Food,Customer 1947,22,Address 1947,5158.860497,8/4/2024,0,Merchant 2606,Location 2606
329,93.37250432,1086,1/14/2022 16:00,2182,59.29937764,0.956500552,0,Food,Customer 1086,63,Address 1086,4190.332237,3/27/2022,0,Merchant 2182,Location 2182
330,95.76692181,1275,1/14/2022 17:00,2838,47.67133354,0.066511421,1,Food,Customer 1275,23,Address 1275,7853.487314,10/2/2022,0,Merchant 2838,Location 2838
331,61.88904454,1657,1/14/2022 18:00,2567,34.97478549,0.791993698,0,Other,Customer 1657,58,Address 1657,4754.221573,10/19/2023,0,Merchant 2567,Location 2567
332,70.86740451,1624,1/14/2022 19:00,2217,28.35578215,0.221757413,1,Travel,Customer 1624,18,Address 1624,4741.807019,9/16/2023,0,Merchant 2217,Location 2217
333,70.95760929,1729,1/14/2022 20:00,2211,70.81285453,0.012760129,1,Other,Customer 1729,29,Address 1729,8202.526504,12/30/2023,0,Merchant 2211,Location 2211
334,47.59519155,1300,1/14/2022 21:00,2474,51.91680742,0.948073283,0,Other,Customer 1300,40,Address 1300,2446.898958,10/27/2022,0,Merchant 2474,Location 2474
335,84.74839338,1311,1/14/2022 22:00,2919,94.06588629,0.404160976,0,Online,Customer 1311,25,Address 1311,9253.478917,11/7/2022,0,Merchant 2919,Location 2919
336,64.29960606,1280,1/14/2022 23:00,2899,64.06478659,0.798586257,0,Retail,Customer 1280,60,Address 1280,8295.281558,10/7/2022,0,Merchant 2899,Location 2899
337,59.06558827,1058,1/15/2022 0:00,2169,53.56586868,0.148080122,0,Other,Customer 1058,50,Address 1058,5923.741951,2/27/2022,0,Merchant 2169,Location 2169
338,59.40095528,1724,1/15/2022 1:00,2346,21.95881977,0.074913695,0,Travel,Customer 1724,32,Address 1724,8830.491513,12/25/2023,0,Merchant 2346,Location 2346
339,26.18399976,1067,1/15/2022 2:00,2081,81.11241004,0.397370963,0,Travel,Customer 1067,36,Address 1067,1555.740254,3/8/2022,0,Merchant 2081,Location 2081
340,69.17234281,1438,1/15/2022 3:00,2089,55.87043537,0.49312731,0,Other,Customer 1438,53,Address 1438,1779.986718,3/14/2023,0,Merchant 2089,Location 2089
341,60.74497628,1531,1/15/2022 4:00,2215,48.30064943,0.701630082,0,Food,Customer 1531,29,Address 1531,3163.58835,6/15/2023,0,Merchant 2215,Location 2215
342,60.98699494,1832,1/15/2022 5:00,2847,10.14333882,0.053330503,0,Retail,Customer 1832,47,Address 1832,8825.817319,4/11/2024,0,Merchant 2847,Location 2847
343,99.61607032,1382,1/15/2022 6:00,2235,39.32528733,0.857362019,0,Other,Customer 1382,40,Address 1382,2896.257873,1/17/2023,0,Merchant 2235,Location 2235
344,84.49928399,1434,1/15/2022 7:00,2238,45.51139833,0.337558705,0,Other,Customer 1434,19,Address 1434,1696.877884,3/10/2023,0,Merchant 2238,Location 2238
345,37.8730796,1440,1/15/2022 8:00,2363,38.54509216,0.858293762,0,Food,Customer 1440,23,Address 1440,3930.467975,3/16/2023,0,Merchant 2363,Location 2363
346,38.6931672,1157,1/15/2022 9:00,2571,75.64047375,0.659418957,0,Food,Customer 1157,60,Address 1157,8479.723197,6/6/2022,1,Merchant 2571,Location 2571
347,45.02844839,1328,1/15/2022 10:00,2382,55.28799945,0.982233144,0,Other,Customer 1328,62,Address 1328,4443.037377,11/24/2022,0,Merchant 2382,Location 2382
348,66.47618425,1957,1/15/2022 11:00,2371,76.78513202,0.197697419,0,Online,Customer 1957,57,Address 1957,1547.054576,8/14/2024,0,Merchant 2371,Location 2371
349,74.41312192,1033,1/15/2022 12:00,2813,54.42464189,0.101295929,0,Online,Customer 1033,50,Address 1033,2042.692352,2/2/2022,0,Merchant 2813,Location 2813
350,43.45501372,1615,1/15/2022 13:00,2836,81.38910742,0.125267629,0,Online,Customer 1615,28,Address 1615,9447.919781,9/7/2023,0,Merchant 2836,Location 2836
351,28.34342049,1286,1/15/2022 14:00,2697,76.11121319,0.625096809,0,Food,Customer 1286,19,Address 1286,7665.93245,10/13/2022,0,Merchant 2697,Location 2697
352,70.00430347,1152,1/15/2022 15:00,2762,70.42955479,0.145762357,0,Food,Customer 1152,55,Address 1152,7273.982376,6/1/2022,0,Merchant 2762,Location 2762
353,89.08776662,1137,1/15/2022 16:00,2051,49.05614325,0.034554117,0,Other,Customer 1137,52,Address 1137,4843.333769,5/17/2022,0,Merchant 2051,Location 2051
354,66.08579501,1176,1/15/2022 17:00,2208,24.82031446,0.625373043,0,Travel,Customer 1176,20,Address 1176,5493.960539,6/25/2022,0,Merchant 2208,Location 2208
355,76.34999351,1281,1/15/2022 18:00,2661,70.79176648,0.596434938,0,Retail,Customer 1281,33,Address 1281,3183.466494,10/8/2022,0,Merchant 2661,Location 2661
356,60.30707464,1788,1/15/2022 19:00,2862,32.22567447,0.247108253,0,Online,Customer 1788,27,Address 1788,4384.800512,2/27/2024,0,Merchant 2862,Location 2862
357,33.61255713,1048,1/15/2022 20:00,2429,50.0652556,0.200797241,0,Travel,Customer 1048,49,Address 1048,8077.878412,2/17/2022,0,Merchant 2429,Location 2429
358,41.67071054,1073,1/15/2022 21:00,2897,50.13305863,0.120625623,0,Food,Customer 1073,56,Address 1073,2392.922412,3/14/2022,0,Merchant 2897,Location 2897
359,47.12640903,1572,1/15/2022 22:00,2859,46.65509369,0.231796172,0,Travel,Customer 1572,47,Address 1572,2067.485108,7/26/2023,0,Merchant 2859,Location 2859
360,41.70586082,1264,1/15/2022 23:00,2534,16.47168996,0.203170173,0,Online,Customer 1264,23,Address 1264,6025.002661,9/21/2022,0,Merchant 2534,Location 2534
361,42.3281186,1864,1/16/2022 0:00,2094,76.53717233,0.355828937,0,Travel,Customer 1864,50,Address 1864,2546.725196,5/13/2024,0,Merchant 2094,Location 2094
362,71.73685913,1285,1/16/2022 1:00,2271,30.77289757,0.505991109,0,Food,Customer 1285,47,Address 1285,6040.584197,10/12/2022,0,Merchant 2271,Location 2271
363,72.73147248,1602,1/16/2022 2:00,2287,40.85281886,0.452325798,0,Online,Customer 1602,40,Address 1602,3812.531832,8/25/2023,0,Merchant 2287,Location 2287
364,61.13653202,1424,1/16/2022 3:00,2929,78.34675384,0.830407202,1,Travel,Customer 1424,37,Address 1424,4344.549864,2/28/2023,0,Merchant 2929,Location 2929
365,40.65897855,1214,1/16/2022 4:00,2103,81.51690625,0.238982719,0,Travel,Customer 1214,42,Address 1214,6807.184598,8/2/2022,0,Merchant 2103,Location 2103
366,38.31991504,1682,1/16/2022 5:00,2597,80.29202974,0.657401533,0,Other,Customer 1682,39,Address 1682,8191.359573,11/13/2023,0,Merchant 2597,Location 2597
367,67.84335713,1777,1/16/2022 6:00,2279,66.1118619,0.87356087,0,Travel,Customer 1777,54,Address 1777,7409.497597,2/16/2024,0,Merchant 2279,Location 2279
368,39.3115908,1272,1/16/2022 7:00,2221,24.22546795,0.890460483,0,Online,Customer 1272,48,Address 1272,5815.458024,9/29/2022,0,Merchant 2221,Location 2221
369,70.52010577,1427,1/16/2022 8:00,2533,20.70202871,0.914123002,0,Online,Customer 1427,37,Address 1427,6728.011183,3/3/2023,0,Merchant 2533,Location 2533
370,81.39167697,1159,1/16/2022 9:00,2562,91.15475103,0.112416638,0,Other,Customer 1159,54,Address 1159,5766.570781,6/8/2022,0,Merchant 2562,Location 2562
371,41.02830654,1339,1/16/2022 10:00,2262,50.12328349,0.868558704,0,Other,Customer 1339,53,Address 1339,7374.113944,12/5/2022,0,Merchant 2262,Location 2262
372,63.45304123,1855,1/16/2022 11:00,2193,66.69191083,0.137837134,0,Other,Customer 1855,56,Address 1855,3104.726106,5/4/2024,0,Merchant 2193,Location 2193
373,71.95418453,1825,1/16/2022 12:00,2923,77.01637229,0.546664007,0,Other,Customer 1825,54,Address 1825,4886.010825,4/4/2024,0,Merchant 2923,Location 2923
374,74.94314154,1967,1/16/2022 13:00,2978,88.18799983,0.509208001,0,Travel,Customer 1967,21,Address 1967,1188.952992,8/24/2024,0,Merchant 2978,Location 2978
375,29.13719209,1914,1/16/2022 14:00,2497,49.65467894,0.400621127,0,Retail,Customer 1914,18,Address 1914,6131.253863,7/2/2024,0,Merchant 2497,Location 2497
376,30.41243739,1311,1/16/2022 15:00,2645,13.2876421,0.41106932,0,Food,Customer 1311,25,Address 1311,9253.478917,11/7/2022,0,Merchant 2645,Location 2645
377,94.34946872,1416,1/16/2022 16:00,2175,79.80653967,0.658093339,0,Online,Customer 1416,21,Address 1416,9375.112085,2/20/2023,0,Merchant 2175,Location 2175
378,25.56289773,1586,1/16/2022 17:00,2477,43.5974864,0.373162279,0,Food,Customer 1586,40,Address 1586,4726.937231,8/9/2023,0,Merchant 2477,Location 2477
379,95.69370268,1482,1/16/2022 18:00,2412,50.65348135,0.525605728,0,Online,Customer 1482,26,Address 1482,2076.807796,4/27/2023,0,Merchant 2412,Location 2412
380,35.73345141,1400,1/16/2022 19:00,2617,20.48763244,0.609594768,0,Other,Customer 1400,60,Address 1400,8314.951074,2/4/2023,0,Merchant 2617,Location 2617
381,60.52724779,1764,1/16/2022 20:00,2767,29.46474805,0.888280662,0,Online,Customer 1764,49,Address 1764,7695.154348,2/3/2024,0,Merchant 2767,Location 2767
382,16.55367816,1397,1/16/2022 21:00,2941,78.8116347,0.407726199,0,Food,Customer 1397,35,Address 1397,9060.932373,2/1/2023,0,Merchant 2941,Location 2941
383,27.25433783,1423,1/16/2022 22:00,2862,47.17712119,0.331661718,0,Other,Customer 1423,40,Address 1423,7025.452027,2/27/2023,0,Merchant 2862,Location 2862
384,31.80425218,1516,1/16/2022 23:00,2635,96.63891493,0.379879305,0,Other,Customer 1516,41,Address 1516,8658.737447,5/31/2023,0,Merchant 2635,Location 2635
385,55.76476529,1180,1/17/2022 0:00,2265,49.53962601,0.671095,0,Online,Customer 1180,59,Address 1180,8645.383186,6/29/2022,0,Merchant 2265,Location 2265
386,72.91097613,1750,1/17/2022 1:00,2814,77.1227356,0.202927367,0,Food,Customer 1750,36,Address 1750,8128.690436,1/20/2024,0,Merchant 2814,Location 2814
387,71.02737816,1836,1/17/2022 2:00,2188,98.86850261,0.336903233,0,Retail,Customer 1836,47,Address 1836,4018.773274,4/15/2024,0,Merchant 2188,Location 2188
388,25.8500697,1433,1/17/2022 3:00,2817,75.98942995,0.408791456,0,Travel,Customer 1433,55,Address 1433,6991.289067,3/9/2023,0,Merchant 2817,Location 2817
389,94.52284776,1645,1/17/2022 4:00,2399,34.18003279,0.301785244,0,Travel,Customer 1645,60,Address 1645,2989.523514,10/7/2023,0,Merchant 2399,Location 2399
390,71.88748429,1108,1/17/2022 5:00,2548,93.19802228,0.700929704,0,Other,Customer 1108,33,Address 1108,7794.946322,4/18/2022,0,Merchant 2548,Location 2548
391,60.77755146,1653,1/17/2022 6:00,2781,39.08024184,0.647234069,0,Food,Customer 1653,49,Address 1653,7118.115328,10/15/2023,0,Merchant 2781,Location 2781
392,83.569956,1995,1/17/2022 7:00,2694,93.74254729,0.758218468,0,Online,Customer 1995,38,Address 1995,2240.517799,9/21/2024,0,Merchant 2694,Location 2694
393,36.83890043,1062,1/17/2022 8:00,2479,85.5123929,0.58257107,0,Retail,Customer 1062,39,Address 1062,8955.19541,3/3/2022,0,Merchant 2479,Location 2479
394,30.50541367,1802,1/17/2022 9:00,2778,29.30931659,0.311134893,0,Food,Customer 1802,23,Address 1802,6791.878056,3/12/2024,0,Merchant 2778,Location 2778
395,15.69921222,1723,1/17/2022 10:00,2370,21.95823269,0.005158218,0,Other,Customer 1723,22,Address 1723,3437.697057,12/24/2023,0,Merchant 2370,Location 2370
396,97.54709539,1146,1/17/2022 11:00,2942,54.49466257,0.874249964,0,Food,Customer 1146,23,Address 1146,4750.725055,5/26/2022,0,Merchant 2942,Location 2942
397,28.91461796,1150,1/17/2022 12:00,2880,90.38738785,0.84730104,0,Food,Customer 1150,52,Address 1150,7476.98918,5/30/2022,0,Merchant 2880,Location 2880
398,40.36412587,1244,1/17/2022 13:00,2907,35.65627562,0.468676298,0,Online,Customer 1244,46,Address 1244,8723.861427,9/1/2022,0,Merchant 2907,Location 2907
399,71.44717322,1807,1/17/2022 14:00,2359,53.71305743,0.778358584,0,Retail,Customer 1807,59,Address 1807,9618.239693,3/17/2024,0,Merchant 2359,Location 2359
400,94.81678806,1345,1/17/2022 15:00,2329,12.0789642,0.6492773,0,Travel,Customer 1345,52,Address 1345,7264.807041,12/11/2022,0,Merchant 2329,Location 2329
401,73.49337233,1540,1/17/2022 16:00,2933,11.86989716,0.161010285,0,Online,Customer 1540,34,Address 1540,7984.455062,6/24/2023,0,Merchant 2933,Location 2933
402,60.43128926,1709,1/17/2022 17:00,2968,64.46677075,0.868924936,0,Other,Customer 1709,42,Address 1709,4061.519364,12/10/2023,0,Merchant 2968,Location 2968
403,23.41239454,1120,1/17/2022 18:00,2955,85.03298824,0.129869081,0,Retail,Customer 1120,47,Address 1120,7450.419004,4/30/2022,0,Merchant 2955,Location 2955
404,60.60671051,1144,1/17/2022 19:00,2755,73.92204352,0.391291875,0,Travel,Customer 1144,40,Address 1144,8451.465531,5/24/2022,0,Merchant 2755,Location 2755
405,83.55191143,1578,1/17/2022 20:00,2773,54.94551194,0.44308147,0,Other,Customer 1578,29,Address 1578,4571.53944,8/1/2023,0,Merchant 2773,Location 2773
406,16.35898577,1586,1/17/2022 21:00,2449,37.19806891,0.41288232,0,Online,Customer 1586,40,Address 1586,4726.937231,8/9/2023,0,Merchant 2449,Location 2449
407,28.04993891,1943,1/17/2022 22:00,2049,46.30974958,0.342783547,0,Online,Customer 1943,26,Address 1943,1418.305006,7/31/2024,0,Merchant 2049,Location 2049
408,83.24582002,1977,1/17/2022 23:00,2288,93.33582376,0.931545529,0,Food,Customer 1977,40,Address 1977,3066.436107,9/3/2024,0,Merchant 2288,Location 2288
409,12.82681482,1717,1/18/2022 0:00,2592,34.31179144,0.585258031,1,Retail,Customer 1717,51,Address 1717,5002.071362,12/18/2023,0,Merchant 2592,Location 2592
410,25.00849471,1350,1/18/2022 1:00,2974,84.20239259,0.161161625,0,Other,Customer 1350,49,Address 1350,3431.939718,12/16/2022,0,Merchant 2974,Location 2974
411,98.39709456,1530,1/18/2022 2:00,2620,61.27777288,0.514473795,0,Food,Customer 1530,62,Address 1530,9391.394448,6/14/2023,0,Merchant 2620,Location 2620
412,86.78591683,1814,1/18/2022 3:00,2703,94.17463251,0.528464811,0,Other,Customer 1814,28,Address 1814,6484.647812,3/24/2024,0,Merchant 2703,Location 2703
413,98.50040706,1208,1/18/2022 4:00,2079,98.81986154,0.014100238,0,Retail,Customer 1208,64,Address 1208,8321.692176,7/27/2022,0,Merchant 2079,Location 2079
414,69.88048812,1214,1/18/2022 5:00,2564,98.46506213,0.030446939,0,Travel,Customer 1214,42,Address 1214,6807.184598,8/2/2022,0,Merchant 2564,Location 2564
415,58.78615443,1904,1/18/2022 6:00,2272,28.15702076,0.364703579,0,Other,Customer 1904,36,Address 1904,4839.488862,6/22/2024,0,Merchant 2272,Location 2272
416,76.93007559,1875,1/18/2022 7:00,2028,55.21552027,0.828533445,0,Food,Customer 1875,56,Address 1875,6852.231768,5/24/2024,0,Merchant 2028,Location 2028
417,84.73217509,1480,1/18/2022 8:00,2638,10.05786365,0.627463187,0,Food,Customer 1480,26,Address 1480,7269.756044,4/25/2023,0,Merchant 2638,Location 2638
418,14.19155735,1282,1/18/2022 9:00,2994,76.27661177,0.626728471,0,Other,Customer 1282,39,Address 1282,7308.697302,10/9/2022,0,Merchant 2994,Location 2994
419,41.35418092,1109,1/18/2022 10:00,2356,66.22948758,0.194982566,0,Retail,Customer 1109,63,Address 1109,8085.065245,4/19/2022,0,Merchant 2356,Location 2356
420,79.33627628,1304,1/18/2022 11:00,2997,38.96078206,0.006908572,0,Retail,Customer 1304,62,Address 1304,9631.517578,10/31/2022,0,Merchant 2997,Location 2997
421,26.24046797,1906,1/18/2022 12:00,2476,59.35675809,0.171855847,0,Travel,Customer 1906,47,Address 1906,8161.50984,6/24/2024,0,Merchant 2476,Location 2476
422,66.95973903,1218,1/18/2022 13:00,2547,70.78871655,0.009415784,0,Travel,Customer 1218,63,Address 1218,8922.535957,8/6/2022,0,Merchant 2547,Location 2547
423,17.82525332,1773,1/18/2022 14:00,2533,82.32764565,0.961506974,0,Other,Customer 1773,24,Address 1773,1087.073831,2/12/2024,0,Merchant 2533,Location 2533
424,65.62243454,1666,1/18/2022 15:00,2708,89.10551387,0.337582128,0,Retail,Customer 1666,36,Address 1666,9674.062164,10/28/2023,0,Merchant 2708,Location 2708
425,52.91248936,1708,1/18/2022 16:00,2325,33.55701585,0.519515961,0,Online,Customer 1708,30,Address 1708,2877.527131,12/9/2023,0,Merchant 2325,Location 2325
426,54.95473462,1389,1/18/2022 17:00,2138,17.47925471,0.563647598,0,Online,Customer 1389,61,Address 1389,1815.834407,1/24/2023,0,Merchant 2138,Location 2138
427,57.04065911,1026,1/18/2022 18:00,2644,92.36977335,0.221038683,0,Travel,Customer 1026,58,Address 1026,8091.736702,1/26/2022,0,Merchant 2644,Location 2644
428,11.56714395,1293,1/18/2022 19:00,2369,20.79480942,0.633906044,0,Food,Customer 1293,51,Address 1293,3955.560716,10/20/2022,0,Merchant 2369,Location 2369
429,50.49006974,1518,1/18/2022 20:00,2797,79.88756389,0.377557266,0,Other,Customer 1518,19,Address 1518,1512.263353,6/2/2023,0,Merchant 2797,Location 2797
430,26.73357583,1167,1/18/2022 21:00,2004,77.48594613,0.096967658,0,Retail,Customer 1167,33,Address 1167,4121.316625,6/16/2022,0,Merchant 2004,Location 2004
431,70.34986,1713,1/18/2022 22:00,2099,56.42352713,0.668503877,0,Online,Customer 1713,57,Address 1713,6676.135299,12/14/2023,1,Merchant 2099,Location 2099
432,82.11116076,1972,1/18/2022 23:00,2635,15.16343326,0.044166624,0,Retail,Customer 1972,39,Address 1972,6552.817253,8/29/2024,0,Merchant 2635,Location 2635
433,26.71904782,1213,1/19/2022 0:00,2286,66.28975654,0.240103552,0,Retail,Customer 1213,23,Address 1213,2478.834299,8/1/2022,0,Merchant 2286,Location 2286
434,31.73638733,1571,1/19/2022 1:00,2362,60.81490223,0.974277997,0,Online,Customer 1571,24,Address 1571,9122.32624,7/25/2023,0,Merchant 2362,Location 2362
435,23.73086259,1886,1/19/2022 2:00,2360,57.75381818,0.481259132,0,Other,Customer 1886,37,Address 1886,9467.312251,6/4/2024,0,Merchant 2360,Location 2360
436,44.49934478,1658,1/19/2022 3:00,2784,88.25312681,0.728528758,0,Travel,Customer 1658,44,Address 1658,6506.933648,10/20/2023,0,Merchant 2784,Location 2784
437,20.32425877,1155,1/19/2022 4:00,2888,13.17943693,0.883088006,0,Retail,Customer 1155,61,Address 1155,4698.084284,6/4/2022,0,Merchant 2888,Location 2888
438,38.41693891,1190,1/19/2022 5:00,2675,79.49662316,0.600540485,1,Food,Customer 1190,24,Address 1190,8351.891277,7/9/2022,0,Merchant 2675,Location 2675
439,90.96302096,1190,1/19/2022 6:00,2113,35.00140428,0.523767715,0,Food,Customer 1190,24,Address 1190,8351.891277,7/9/2022,0,Merchant 2113,Location 2113
440,86.59370537,1175,1/19/2022 7:00,2760,87.64706513,0.281835867,0,Food,Customer 1175,26,Address 1175,5113.282347,6/24/2022,0,Merchant 2760,Location 2760
441,59.29272528,1376,1/19/2022 8:00,2204,94.52720429,0.872663009,0,Online,Customer 1376,53,Address 1376,5745.127919,1/11/2023,0,Merchant 2204,Location 2204
442,92.38660637,1330,1/19/2022 9:00,2398,91.34460458,0.386953239,0,Other,Customer 1330,63,Address 1330,8773.95694,11/26/2022,1,Merchant 2398,Location 2398
443,48.00091683,1018,1/19/2022 10:00,2275,97.04398304,0.33801668,0,Food,Customer 1018,28,Address 1018,2727.830525,1/18/2022,0,Merchant 2275,Location 2275
444,76.41250123,1512,1/19/2022 11:00,2539,35.90601379,0.819561064,0,Retail,Customer 1512,64,Address 1512,7327.564,5/27/2023,0,Merchant 2539,Location 2539
445,12.79231872,1704,1/19/2022 12:00,2717,55.91742368,0.233789388,0,Retail,Customer 1704,23,Address 1704,1670.49309,12/5/2023,0,Merchant 2717,Location 2717
446,21.93791661,1059,1/19/2022 13:00,2706,86.83637571,0.368642,0,Other,Customer 1059,42,Address 1059,4450.429069,2/28/2022,0,Merchant 2706,Location 2706
447,73.16714729,1608,1/19/2022 14:00,2409,33.69140801,0.721038187,0,Online,Customer 1608,28,Address 1608,4084.721807,8/31/2023,0,Merchant 2409,Location 2409
448,62.87433397,1240,1/19/2022 15:00,2079,59.63116946,0.046924843,0,Online,Customer 1240,43,Address 1240,1883.486735,8/28/2022,0,Merchant 2079,Location 2079
449,12.9547255,1358,1/19/2022 16:00,2597,68.9830953,0.876656196,0,Retail,Customer 1358,51,Address 1358,7039.274836,12/24/2022,0,Merchant 2597,Location 2597
450,11.16708814,1004,1/19/2022 17:00,2184,85.0850611,0.525809463,0,Other,Customer 1004,30,Address 1004,3101.509134,1/4/2022,0,Merchant 2184,Location 2184
451,76.89786952,1902,1/19/2022 18:00,2324,55.72748196,0.846636265,0,Food,Customer 1902,35,Address 1902,6370.257414,6/20/2024,0,Merchant 2324,Location 2324
452,63.34265657,1775,1/19/2022 19:00,2826,52.93669297,0.784107668,0,Online,Customer 1775,45,Address 1775,1770.747189,2/14/2024,0,Merchant 2826,Location 2826
453,62.90008314,1927,1/19/2022 20:00,2893,52.41606609,0.934850767,0,Other,Customer 1927,44,Address 1927,9151.596944,7/15/2024,0,Merchant 2893,Location 2893
454,82.94038054,1255,1/19/2022 21:00,2371,63.63915709,0.801979973,0,Retail,Customer 1255,32,Address 1255,5672.324719,9/12/2022,0,Merchant 2371,Location 2371
455,58.10792253,1827,1/19/2022 22:00,2981,17.64114232,0.933878022,0,Food,Customer 1827,21,Address 1827,4559.447921,4/6/2024,0,Merchant 2981,Location 2981
456,10.58886273,1191,1/19/2022 23:00,2645,13.35282527,0.031417274,0,Retail,Customer 1191,60,Address 1191,5413.974091,7/10/2022,0,Merchant 2645,Location 2645
457,73.61390202,1266,1/20/2022 0:00,2060,47.84000802,0.071081058,0,Online,Customer 1266,50,Address 1266,1773.808506,9/23/2022,0,Merchant 2060,Location 2060
458,35.2901045,1786,1/20/2022 1:00,2625,12.81115413,0.931140006,0,Retail,Customer 1786,50,Address 1786,1656.961894,2/25/2024,0,Merchant 2625,Location 2625
459,40.22710519,1024,1/20/2022 2:00,2850,60.0588368,0.316154626,0,Travel,Customer 1024,40,Address 1024,1795.328227,1/24/2022,0,Merchant 2850,Location 2850
460,83.69207704,1417,1/20/2022 3:00,2019,23.30461399,0.414738295,0,Retail,Customer 1417,30,Address 1417,1735.145764,2/21/2023,0,Merchant 2019,Location 2019
461,27.57822485,1283,1/20/2022 4:00,2374,57.62801475,0.41545934,0,Food,Customer 1283,63,Address 1283,9408.482074,10/10/2022,0,Merchant 2374,Location 2374
462,53.23106554,1462,1/20/2022 5:00,2630,44.49468759,0.248708757,0,Food,Customer 1462,30,Address 1462,9035.12333,4/7/2023,0,Merchant 2630,Location 2630
463,44.86059946,1623,1/20/2022 6:00,2984,71.39490629,0.248070399,0,Food,Customer 1623,34,Address 1623,2341.710682,9/15/2023,0,Merchant 2984,Location 2984
464,15.72113143,1615,1/20/2022 7:00,2225,55.76670589,0.223972831,0,Travel,Customer 1615,28,Address 1615,9447.919781,9/7/2023,0,Merchant 2225,Location 2225
465,96.7704106,1488,1/20/2022 8:00,2380,58.74144775,0.759861663,0,Retail,Customer 1488,31,Address 1488,6215.27275,5/3/2023,0,Merchant 2380,Location 2380
466,88.22726088,1144,1/20/2022 9:00,2178,77.05180172,0.437642417,0,Food,Customer 1144,40,Address 1144,8451.465531,5/24/2022,0,Merchant 2178,Location 2178
467,39.62535994,1979,1/20/2022 10:00,2533,13.27245074,0.810712768,0,Other,Customer 1979,20,Address 1979,8722.686489,9/5/2024,0,Merchant 2533,Location 2533
468,91.1696889,1008,1/20/2022 11:00,2468,96.03265674,0.32673475,0,Retail,Customer 1008,21,Address 1008,8303.773585,1/8/2022,0,Merchant 2468,Location 2468
469,62.87616988,1497,1/20/2022 12:00,2544,44.70744206,0.772037324,0,Travel,Customer 1497,43,Address 1497,5271.417003,5/12/2023,0,Merchant 2544,Location 2544
470,47.28406367,1702,1/20/2022 13:00,2875,91.24809731,0.953843576,0,Food,Customer 1702,32,Address 1702,4756.907985,12/3/2023,0,Merchant 2875,Location 2875
471,57.86820258,1696,1/20/2022 14:00,2629,49.03884567,0.158990974,0,Travel,Customer 1696,22,Address 1696,6165.705182,11/27/2023,0,Merchant 2629,Location 2629
472,19.42337368,1969,1/20/2022 15:00,2323,26.20528237,0.800272718,0,Travel,Customer 1969,43,Address 1969,7004.948613,8/26/2024,0,Merchant 2323,Location 2323
473,54.4674197,1807,1/20/2022 16:00,2874,53.34809829,0.806951936,0,Food,Customer 1807,59,Address 1807,9618.239693,3/17/2024,0,Merchant 2874,Location 2874
474,47.22477692,1124,1/20/2022 17:00,2519,42.84596372,0.219192444,0,Food,Customer 1124,45,Address 1124,6746.98879,5/4/2022,0,Merchant 2519,Location 2519
475,64.70207651,1912,1/20/2022 18:00,2672,87.58507249,0.348360108,0,Other,Customer 1912,45,Address 1912,9262.12494,6/30/2024,0,Merchant 2672,Location 2672
476,54.6651349,1315,1/20/2022 19:00,2976,75.82077036,0.116952799,0,Online,Customer 1315,51,Address 1315,3432.046286,11/11/2022,0,Merchant 2976,Location 2976
477,93.9459326,1357,1/20/2022 20:00,2711,24.96992408,0.071467553,0,Travel,Customer 1357,45,Address 1357,9999.776239,12/23/2022,0,Merchant 2711,Location 2711
478,69.76944625,1851,1/20/2022 21:00,2154,73.92469444,0.4035191,0,Food,Customer 1851,21,Address 1851,3527.228703,4/30/2024,0,Merchant 2154,Location 2154
479,40.1040202,1202,1/20/2022 22:00,2597,98.07924918,0.610376945,0,Food,Customer 1202,52,Address 1202,3143.931406,7/21/2022,0,Merchant 2597,Location 2597
480,60.89811248,1834,1/20/2022 23:00,2165,76.64636023,0.580813978,0,Online,Customer 1834,41,Address 1834,7732.401837,4/13/2024,0,Merchant 2165,Location 2165
